epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,186.104,1.78194,1.99936,1.4685,0.00337,0.01343,0.00083,0.00026,4.12362,7.38059,3.23639,0.00066609,0.00066609,0.00066609
2,351.828,1.65791,1.47849,1.38926,0.01264,0.02546,0.00096,0.00026,4.04175,8.45769,2.99931,0.000673042,0.000673042,0.000673042
